flow_id,src_ip,dst_ip,src_port,dst_port,flow_duration,total_packets,total_bytes,forward_packets,backward_packets,forward_bytes,backward_bytes,packet_rate,byte_rate,avg_packet_length,min_packet_length,max_packet_length,tcp_syn_count,tcp_fin_count,tcp_ack_count,label
10.116.63.54_10.116.63.69_5000_37512,10.116.63.54,10.116.63.69,5000,37512,1.8215234279632568,6,614,6,0,614,0,3.2939461046125125,337.0804847053471,102.33333333333331,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37516,10.116.63.54,10.116.63.69,5000,37516,1.33689284324646,5,548,5,0,548,0,3.7400155332256766,409.9057024415342,109.6,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37592,10.116.63.54,10.116.63.69,5000,37592,0.9159536361694336,5,535,5,0,535,0,5.458791583502265,584.0906994347424,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37608,10.116.63.54,10.116.63.69,5000,37608,2.266462564468384,5,534,5,0,534,0,2.206080999697777,235.60945076772265,106.8,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37622,10.116.63.54,10.116.63.69,5000,37622,0.675360918045044,5,535,5,0,535,0,7.403448832179121,792.169025043166,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37632,10.116.63.54,10.116.63.69,5000,37632,0.8995356559753418,5,534,5,0,534,0,5.558423356302244,593.6396144530796,106.8,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37640,10.116.63.54,10.116.63.69,5000,37640,0.7327358722686768,5,535,5,0,535,0,6.82374125415634,730.1403141947284,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37656,10.116.63.54,10.116.63.69,5000,37656,0.8430531024932861,5,534,5,0,534,0,5.930824505849937,633.4120572247733,106.8,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37668,10.116.63.54,10.116.63.69,5000,37668,0.6536417007446289,5,534,5,0,534,0,7.649450753071595,816.9613404280464,106.8,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37682,10.116.63.54,10.116.63.69,5000,37682,1.358903169631958,5,534,5,0,534,0,3.6794380289466746,392.96398149150485,106.8,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37694,10.116.63.54,10.116.63.69,5000,37694,0.6020026206970215,5,535,5,0,535,0,8.305611683568438,888.7004501418228,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37710,10.116.63.54,10.116.63.69,5000,37710,0.814323902130127,5,535,5,0,535,0,6.140062924495875,656.9867329210587,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_38040,10.116.63.54,10.116.63.69,5000,38040,0.9633541107177734,5,535,5,0,535,0,5.190199475325446,555.3513438598228,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_38046,10.116.63.54,10.116.63.69,5000,38046,0.9177649021148682,5,534,5,0,534,0,5.448018319809528,581.8483565556576,106.8,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_38058,10.116.63.54,10.116.63.69,5000,38058,0.9331035614013672,5,535,5,0,535,0,5.358462025898634,573.3554367711538,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_38066,10.116.63.54,10.116.63.69,5000,38066,1.77581787109375,5,535,5,0,535,0,2.81560405567967,301.2696339577247,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_38082,10.116.63.54,10.116.63.69,5000,38082,0.9325628280639648,5,534,5,0,534,0,5.361569054151757,572.6155749834077,106.8,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_38090,10.116.63.54,10.116.63.69,5000,38090,1.6742384433746338,5,534,5,0,534,0,2.9864324402454194,318.9509846182108,106.8,66,231,0,0,0,BENIGN
